Country Name,Country Code,Series Name,Series Code,2019 [YR2019]
Croatia,HRV,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,8.54
Cuba,CUB,"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,14.5
Cuba,CUB,GDP per capita (current US$),NY.GDP.PCAP.CD,9139.38051005519
Cuba,CUB,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,1.2
Cuba,CUB,"Share of youth not in education, employment or training, total (% of youth population)  (modeled ILO estimate)",SL.UEM.NEET.ME.ZS,12.332
Cuba,CUB,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,6.01
Curacao,CUW,"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,..
Curacao,CUW,GDP per capita (current US$),NY.GDP.PCAP.CD,19220.6866958303
Curacao,CUW,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,..
Curacao,CUW,"Share of youth not in education, employment or training, total (% of youth population)  (modeled ILO estimate)",SL.UEM.NEET.ME.ZS,..
Curacao,CUW,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,..
Cyprus,CYP,"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,3.6
Cyprus,CYP,GDP per capita (current US$),NY.GDP.PCAP.CD,29419.9921875
Cyprus,CYP,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,7.155
Cyprus,CYP,"Share of youth not in education, employment or training, total (% of youth population)  (modeled ILO estimate)",SL.UEM.NEET.ME.ZS,13.659
Cyprus,CYP,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,8.05
Czechia,CZE,"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,12.2
Czechia,CZE,GDP per capita (current US$),NY.GDP.PCAP.CD,23664.8478631108
Czechia,CZE,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,2.015
Czechia,CZE,"Share of youth not in education, employment or training, total (% of youth population)  (modeled ILO estimate)",SL.UEM.NEET.ME.ZS,5.824
Czechia,CZE,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,13.29
Denmark,DNK,"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,10.7
Denmark,DNK,GDP per capita (current US$),NY.GDP.PCAP.CD,59592.9806886454
Denmark,DNK,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,5.018
Denmark,DNK,"Share of youth not in education, employment or training, total (% of youth population)  (modeled ILO estimate)",SL.UEM.NEET.ME.ZS,7.722
Denmark,DNK,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,9.4
Djibouti,DJI,"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,9.6
Djibouti,DJI,GDP per capita (current US$),NY.GDP.PCAP.CD,2876.04366371536
Djibouti,DJI,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,26.246
Djibouti,DJI,"Share of youth not in education, employment or training, total (% of youth population)  (modeled ILO estimate)",SL.UEM.NEET.ME.ZS,22.704
Djibouti,DJI,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,0.4
Dominica,DMA,"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,..
Dominica,DMA,GDP per capita (current US$),NY.GDP.PCAP.CD,8561.58701121461
Dominica,DMA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,..
Dominica,DMA,"Share of youth not in education, employment or training, total (% of youth population)  (modeled ILO estimate)",SL.UEM.NEET.ME.ZS,..
Dominica,DMA,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,6.1
Dominican Republic,DOM,"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,4.9
Dominican Republic,DOM,GDP per capita (current US$),NY.GDP.PCAP.CD,8173.34469885261
Dominican Republic,DOM,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,6.356
Dominican Republic,DOM,"Share of youth not in education, employment or training, total (% of youth population)  (modeled ILO estimate)",SL.UEM.NEET.ME.ZS,24.727
Dominican Republic,DOM,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,6.76
Ecuador,ECU,"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,7.6
Ecuador,ECU,GDP per capita (current US$),NY.GDP.PCAP.CD,6203.72705079758
Ecuador,ECU,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,3.812
Ecuador,ECU,"Share of youth not in education, employment or training, total (% of youth population)  (modeled ILO estimate)",SL.UEM.NEET.ME.ZS,17.516
Ecuador,ECU,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,3.26
"Egypt, Arab Rep.",EGY,"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,3
"Egypt, Arab Rep.",EGY,GDP per capita (current US$),NY.GDP.PCAP.CD,3017.25833578941
"Egypt, Arab Rep.",EGY,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,7.851
"Egypt, Arab Rep.",EGY,"Share of youth not in education, employment or training, total (% of youth population)  (modeled ILO estimate)",SL.UEM.NEET.ME.ZS,27.96
"Egypt, Arab Rep.",EGY,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,0.15
El Salvador,SLV,"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,6.1
El Salvador,SLV,GDP per capita (current US$),NY.GDP.PCAP.CD,4280.28840404719
El Salvador,SLV,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,4.17
El Salvador,SLV,"Share of youth not in education, employment or training, total (% of youth population)  (modeled ILO estimate)",SL.UEM.NEET.ME.ZS,27.94
El Salvador,SLV,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,3.28
Equatorial Guinea,GNQ,"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,7.9
Equatorial Guinea,GNQ,GDP per capita (current US$),NY.GDP.PCAP.CD,7317.39002617962
Equatorial Guinea,GNQ,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,8.367
Equatorial Guinea,GNQ,"Share of youth not in education, employment or training, total (% of youth population)  (modeled ILO estimate)",SL.UEM.NEET.ME.ZS,23.313
Equatorial Guinea,GNQ,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,6.94
Eritrea,ERI,"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,10.9
Eritrea,ERI,GDP per capita (current US$),NY.GDP.PCAP.CD,..
Eritrea,ERI,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,5.789
Eritrea,ERI,"Share of youth not in education, employment or training, total (% of youth population)  (modeled ILO estimate)",SL.UEM.NEET.ME.ZS,25.432
Eritrea,ERI,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,1.23
Estonia,EST,"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,14.9
Estonia,EST,GDP per capita (current US$),NY.GDP.PCAP.CD,23581.656836882
Estonia,EST,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,4.514
Estonia,EST,"Share of youth not in education, employment or training, total (% of youth population)  (modeled ILO estimate)",SL.UEM.NEET.ME.ZS,7.86
Estonia,EST,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,11.26
Eswatini,SWZ,"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,29.4
Eswatini,SWZ,GDP per capita (current US$),NY.GDP.PCAP.CD,3843.38004601919
Eswatini,SWZ,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,29.049
Eswatini,SWZ,"Share of youth not in education, employment or training, total (% of youth population)  (modeled ILO estimate)",SL.UEM.NEET.ME.ZS,34.932
Eswatini,SWZ,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,8.09
Ethiopia,ETH,"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,5.4
Ethiopia,ETH,GDP per capita (current US$),NY.GDP.PCAP.CD,840.449601255171
Ethiopia,ETH,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,2.945
Ethiopia,ETH,"Share of youth not in education, employment or training, total (% of youth population)  (modeled ILO estimate)",SL.UEM.NEET.ME.ZS,15.579
Ethiopia,ETH,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,3.36
Faroe Islands,FRO,"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,..
Faroe Islands,FRO,GDP per capita (current US$),NY.GDP.PCAP.CD,63203.7447848956
Faroe Islands,FRO,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,..
Faroe Islands,FRO,"Share of youth not in education, employment or training, total (% of youth population)  (modeled ILO estimate)",SL.UEM.NEET.ME.ZS,..
Faroe Islands,FRO,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,..
Fiji,FJI,"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,9
Fiji,FJI,GDP per capita (current US$),NY.GDP.PCAP.CD,5927.72418996345
Fiji,FJI,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,4.38
Fiji,FJI,"Share of youth not in education, employment or training, total (% of youth population)  (modeled ILO estimate)",SL.UEM.NEET.ME.ZS,19.757
Fiji,FJI,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,3.45
Finland,FIN,"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,15.3
Finland,FIN,GDP per capita (current US$),NY.GDP.PCAP.CD,48629.8582283032
Finland,FIN,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,6.695
Finland,FIN,"Share of youth not in education, employment or training, total (% of youth population)  (modeled ILO estimate)",SL.UEM.NEET.ME.ZS,7.386
Finland,FIN,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,9.16
France,FRA,"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,13.8
France,FRA,GDP per capita (current US$),NY.GDP.PCAP.CD,40494.8982936276
France,FRA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,8.415
France,FRA,"Share of youth not in education, employment or training, total (% of youth population)  (modeled ILO estimate)",SL.UEM.NEET.ME.ZS,12.618
France,FRA,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,11.3
French Polynesia,PYF,"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,..
French Polynesia,PYF,GDP per capita (current US$),NY.GDP.PCAP.CD,20093.2085805567
French Polynesia,PYF,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,11.536
French Polynesia,PYF,"Share of youth not in education, employment or training, total (% of youth population)  (modeled ILO estimate)",SL.UEM.NEET.ME.ZS,22.774
French Polynesia,PYF,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,..
Gabon,GAB,"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,8.4
Gabon,GAB,GDP per capita (current US$),NY.GDP.PCAP.CD,7523.8622784598
Gabon,GAB,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,20.426
Gabon,GAB,"Share of youth not in education, employment or training, total (% of youth population)  (modeled ILO estimate)",SL.UEM.NEET.ME.ZS,29.197
Gabon,GAB,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,7.33
"Gambia, The",GMB,"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,4.8
"Gambia, The",GMB,GDP per capita (current US$),NY.GDP.PCAP.CD,722.875356284026
"Gambia, The",GMB,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,4.532
"Gambia, The",GMB,"Share of youth not in education, employment or training, total (% of youth population)  (modeled ILO estimate)",SL.UEM.NEET.ME.ZS,31.444
"Gambia, The",GMB,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,1.11
Georgia,GEO,"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,9.2
Georgia,GEO,GDP per capita (current US$),NY.GDP.PCAP.CD,4741.2832715876
Georgia,GEO,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,11.565
Georgia,GEO,"Share of youth not in education, employment or training, total (% of youth population)  (modeled ILO estimate)",SL.UEM.NEET.ME.ZS,25.998
Georgia,GEO,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,14.33
Germany,DEU,"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,12.3
Germany,DEU,GDP per capita (current US$),NY.GDP.PCAP.CD,46805.1384334439
Germany,DEU,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,3.136
Germany,DEU,"Share of youth not in education, employment or training, total (% of youth population)  (modeled ILO estimate)",SL.UEM.NEET.ME.ZS,5.607
Germany,DEU,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,12.22
Ghana,GHA,"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,6.6
Ghana,GHA,GDP per capita (current US$),NY.GDP.PCAP.CD,2167.92527597794
Ghana,GHA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,3.156
Ghana,GHA,"Share of youth not in education, employment or training, total (% of youth population)  (modeled ILO estimate)",SL.UEM.NEET.ME.ZS,24.874
Ghana,GHA,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,4.55
Gibraltar,GIB,"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,..
Gibraltar,GIB,GDP per capita (current US$),NY.GDP.PCAP.CD,..
Gibraltar,GIB,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,..
Gibraltar,GIB,"Share of youth not in education, employment or training, total (% of youth population)  (modeled ILO estimate)",SL.UEM.NEET.ME.ZS,..
Gibraltar,GIB,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,..
Greece,GRC,"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,5.1
Greece,GRC,GDP per capita (current US$),NY.GDP.PCAP.CD,19143.8876174584
Greece,GRC,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,17.045
Greece,GRC,"Share of youth not in education, employment or training, total (% of youth population)  (modeled ILO estimate)",SL.UEM.NEET.ME.ZS,12.977
Greece,GRC,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,7.12
Greenland,GRL,"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,..
Greenland,GRL,GDP per capita (current US$),NY.GDP.PCAP.CD,53309.2035905065
Greenland,GRL,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,..
Greenland,GRL,"Share of youth not in education, employment or training, total (% of youth population)  (modeled ILO estimate)",SL.UEM.NEET.ME.ZS,..
Greenland,GRL,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,..
Grenada,GRD,"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,0.7
Grenada,GRD,GDP per capita (current US$),NY.GDP.PCAP.CD,9887.92074235834
Grenada,GRD,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,..
Grenada,GRD,"Share of youth not in education, employment or training, total (% of youth population)  (modeled ILO estimate)",SL.UEM.NEET.ME.ZS,..
Grenada,GRD,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,8.06
Guam,GUM,"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,..
Guam,GUM,GDP per capita (current US$),NY.GDP.PCAP.CD,37687.3991839833
Guam,GUM,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,5.402
Guam,GUM,"Share of youth not in education, employment or training, total (% of youth population)  (modeled ILO estimate)",SL.UEM.NEET.ME.ZS,12.984
Guam,GUM,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,..
Guatemala,GTM,"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,5.9
Guatemala,GTM,GDP per capita (current US$),NY.GDP.PCAP.CD,4647.80754129437
Guatemala,GTM,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,2.193
Guatemala,GTM,"Share of youth not in education, employment or training, total (% of youth population)  (modeled ILO estimate)",SL.UEM.NEET.ME.ZS,28.185
Guatemala,GTM,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,1.63
Guinea,GIN,"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,7
Guinea,GIN,GDP per capita (current US$),NY.GDP.PCAP.CD,1043.89988618266
Guinea,GIN,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,5.018
Guinea,GIN,"Share of youth not in education, employment or training, total (% of youth population)  (modeled ILO estimate)",SL.UEM.NEET.ME.ZS,34.301
Guinea,GIN,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,0.47
Guinea-Bissau,GNB,"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,7
Guinea-Bissau,GNB,GDP per capita (current US$),NY.GDP.PCAP.CD,754.381639420495
Guinea-Bissau,GNB,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,3.219
Guinea-Bissau,GNB,"Share of youth not in education, employment or training, total (% of youth population)  (modeled ILO estimate)",SL.UEM.NEET.ME.ZS,14.03
Guinea-Bissau,GNB,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,4.14
Guyana,GUY,"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,40.3
Guyana,GUY,GDP per capita (current US$),NY.GDP.PCAP.CD,6477.29672607993
Guyana,GUY,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,13.525
Guyana,GUY,"Share of youth not in education, employment or training, total (% of youth population)  (modeled ILO estimate)",SL.UEM.NEET.ME.ZS,45.662
Guyana,GUY,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,5.35
Haiti,HTI,"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,9.6
Haiti,HTI,GDP per capita (current US$),NY.GDP.PCAP.CD,1345.4750547884
Haiti,HTI,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,14.133
Haiti,HTI,"Share of youth not in education, employment or training, total (% of youth population)  (modeled ILO estimate)",SL.UEM.NEET.ME.ZS,20.6
Haiti,HTI,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,3.45
Honduras,HND,"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,2.1
Honduras,HND,GDP per capita (current US$),NY.GDP.PCAP.CD,2498.50918635232
Honduras,HND,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,5.551
Honduras,HND,"Share of youth not in education, employment or training, total (% of youth population)  (modeled ILO estimate)",SL.UEM.NEET.ME.ZS,26.795
Honduras,HND,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,3.17
"Hong Kong SAR, China",HKG,"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,..
"Hong Kong SAR, China",HKG,GDP per capita (current US$),NY.GDP.PCAP.CD,48359.0011950597
"Hong Kong SAR, China",HKG,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,2.917
"Hong Kong SAR, China",HKG,"Share of youth not in education, employment or training, total (% of youth population)  (modeled ILO estimate)",SL.UEM.NEET.ME.ZS,6.725
"Hong Kong SAR, China",HKG,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,..
Hungary,HUN,"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,16.6
Hungary,HUN,GDP per capita (current US$),NY.GDP.PCAP.CD,16786.2136399075
Hungary,HUN,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,3.419
Hungary,HUN,"Share of youth not in education, employment or training, total (% of youth population)  (modeled ILO estimate)",SL.UEM.NEET.ME.ZS,11.002
Hungary,HUN,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,10.6
Iceland,ISL,"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,11.9
Iceland,ISL,GDP per capita (current US$),NY.GDP.PCAP.CD,68452.23622306
Iceland,ISL,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,3.507
Iceland,ISL,"Share of youth not in education, employment or training, total (% of youth population)  (modeled ILO estimate)",SL.UEM.NEET.ME.ZS,5.237
Iceland,ISL,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,8.07
India,IND,"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,12.7
India,IND,GDP per capita (current US$),NY.GDP.PCAP.CD,2050.16380022056
India,IND,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,6.51
India,IND,"Share of youth not in education, employment or training, total (% of youth population)  (modeled ILO estimate)",SL.UEM.NEET.ME.ZS,28.96
India,IND,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,4.92
Indonesia,IDN,"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,2.4
Indonesia,IDN,GDP per capita (current US$),NY.GDP.PCAP.CD,4151.22755440796
Indonesia,IDN,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,3.59
Indonesia,IDN,"Share of youth not in education, employment or training, total (% of youth population)  (modeled ILO estimate)",SL.UEM.NEET.ME.ZS,20.547
Indonesia,IDN,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,0.11
"Iran, Islamic Rep.",IRN,"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,5.2
"Iran, Islamic Rep.",IRN,GDP per capita (current US$),NY.GDP.PCAP.CD,3276.75326508226
"Iran, Islamic Rep.",IRN,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,10.74
"Iran, Islamic Rep.",IRN,"Share of youth not in education, employment or training, total (% of youth population)  (modeled ILO estimate)",SL.UEM.NEET.ME.ZS,30.401
"Iran, Islamic Rep.",IRN,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,0.7
Iraq,IRQ,"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,3.6
Iraq,IRQ,GDP per capita (current US$),NY.GDP.PCAP.CD,5621.18169491752
Iraq,IRQ,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,14.142
Iraq,IRQ,"Share of youth not in education, employment or training, total (% of youth population)  (modeled ILO estimate)",SL.UEM.NEET.ME.ZS,37.277
Iraq,IRQ,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,0.24
Ireland,IRL,"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,9.6
Ireland,IRL,GDP per capita (current US$),NY.GDP.PCAP.CD,80848.3019020489
Ireland,IRL,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,4.95
Ireland,IRL,"Share of youth not in education, employment or training, total (% of youth population)  (modeled ILO estimate)",SL.UEM.NEET.ME.ZS,10.182
Ireland,IRL,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,11.7
Isle of Man,IMN,"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,..
Isle of Man,IMN,GDP per capita (current US$),NY.GDP.PCAP.CD,87152.4652554167
Isle of Man,IMN,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,..
Isle of Man,IMN,"Share of youth not in education, employment or training, total (% of youth population)  (modeled ILO estimate)",SL.UEM.NEET.ME.ZS,..
Isle of Man,IMN,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,..
Israel,ISR,"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,5.3
Israel,ISR,GDP per capita (current US$),NY.GDP.PCAP.CD,44452.2325623093
Israel,ISR,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,3.731
Israel,ISR,"Share of youth not in education, employment or training, total (% of youth population)  (modeled ILO estimate)",SL.UEM.NEET.ME.ZS,14.285
Israel,ISR,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,3.01
Italy,ITA,"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,6.7
Italy,ITA,GDP per capita (current US$),NY.GDP.PCAP.CD,33673.7509627421
Italy,ITA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,9.952
Italy,ITA,"Share of youth not in education, employment or training, total (% of youth population)  (modeled ILO estimate)",SL.UEM.NEET.ME.ZS,18.242
Italy,ITA,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,7.97
Jamaica,JAM,"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,2.4
Jamaica,JAM,GDP per capita (current US$),NY.GDP.PCAP.CD,5626.1704590766
Jamaica,JAM,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,4.987
Jamaica,JAM,"Share of youth not in education, employment or training, total (% of youth population)  (modeled ILO estimate)",SL.UEM.NEET.ME.ZS,22.908
